br_c,cop_c,zon_hlv,zon_mcls
A044630,A04,Z16,Z16016
A044631,A04,Z16,Z16016
A044632,A04,Z16,Z16016
A044633,A04,Z16,Z16016
A044634,A04,Z16,Z16016
A044635,A04,Z16,Z16016
A044636,A04,Z16,Z16016
A044637,A04,Z13,Z13004
A044638,A04,Z16,Z16016
A044639,A04,Z16,Z16016
A044640,A04,Z16,Z16016
A044641,A04,Z16,Z16016
A044642,A04,Z16,Z16016
A044643,A04,Z16,Z16016
A044644,A04,Z16,Z16016
A044645,A04,Z16,Z16016
A044646,A04,Z16,Z16016
A044647,A04,Z16,Z16016
A044648,A04,Z16,Z16016
A044649,A04,Z16,Z16016
A044650,A04,Z16,Z16016
A044651,A04,Z16,Z16016
A044652,A04,Z16,Z16012
A044653,A04,Z16,Z16012
A044654,A04,Z16,Z16012
A044655,A04,Z16,Z16012
A044656,A04,Z16,Z16012
A044657,A04,Z16,Z16012
A044658,A04,Z16,Z16012
A044659,A04,Z16,Z16012
A044660,A04,Z16,Z16012
A044661,A04,Z16,Z16012
A044662,A04,Z16,Z16012
A044663,A04,Z16,Z16012
A044664,A04,Z16,Z16012
A044665,A04,Z16,Z16012
A044666,A04,Z16,Z16012
A044667,A04,Z16,Z16012
A044668,A04,Z16,Z16012
A044669,A04,Z16,Z16012
A044670,A04,Z16,Z16007
A044671,A04,Z16,Z16007
A044672,A04,Z16,Z16007
A044673,A04,Z16,Z16007
A044674,A04,Z16,Z16007
A044675,A04,Z16,Z16007
A044676,A04,Z16,Z16007
A044677,A04,Z13,Z13003
A044678,A04,Z16,Z16007
A044679,A04,Z16,Z16007
A044680,A04,Z16,Z16007
A044681,A04,Z16,Z16007
A044682,A04,Z16,Z16007
A044683,A04,Z16,Z16007
A044684,A04,Z16,Z16007
A044685,A04,Z16,Z16007
A044686,A04,Z16,Z16007
A044687,A04,Z16,Z16007
A044688,A04,Z16,Z16007
A044689,A04,Z16,Z16007
A044690,A04,Z16,Z16007
A044691,A04,Z16,Z16007
A044692,A04,Z16,Z16007
A044693,A04,Z16,Z16007
A044694,A04,Z16,Z16007
A044695,A04,Z16,Z16007
A044696,A04,Z16,Z16007
A044697,A04,Z16,Z16007
A044698,A04,Z16,Z16007
A044699,A04,Z16,Z16007
A044700,A04,Z16,Z16007
A044701,A04,Z16,Z16007
A044702,A04,Z13,Z13003
A044703,A04,Z16,Z16008
A044704,A04,Z16,Z16008
A044705,A04,Z13,Z13002
A044706,A04,Z16,Z16008
A044707,A04,Z16,Z16008
A044708,A04,Z16,Z16008
A044709,A04,Z16,Z16008
A044710,A04,Z16,Z16008
A044711,A04,Z16,Z16008
A044712,A04,Z13,Z13002
A044713,A04,Z16,Z16008
A044714,A04,Z16,Z16008
A044715,A04,Z13,Z13002
A044716,A04,Z16,Z16009
A044717,A04,Z16,Z16009
A044718,A04,Z13,Z13002
A044719,A04,Z16,Z16009
A044720,A04,Z16,Z16009
A044721,A04,Z13,Z13002
A044722,A04,Z16,Z16009
A044723,A04,Z13,Z13002
A044724,A04,Z16,Z16009
A044725,A04,Z16,Z16009
A044726,A04,Z16,Z16009
A044727,A04,Z16,Z16009
A044728,A04,Z16,Z16009
A044729,A04,Z16,Z16009
A044730,A04,Z16,Z16009
A044731,A04,Z16,Z16009
A044732,A04,Z16,Z16009
A044733,A04,Z16,Z16009
A044734,A04,Z16,Z16009
A044735,A04,Z16,Z16001
A044736,A04,Z16,Z16001
A044737,A04,Z16,Z16001
A044738,A04,Z16,Z16001
A044739,A04,Z16,Z16001
A044740,A04,Z16,Z16001
A044741,A04,Z16,Z16001
A044742,A04,Z16,Z16001
A044743,A04,Z16,Z16001
A044744,A04,Z16,Z16001
A044745,A04,Z16,Z16001
A044746,A04,Z16,Z16001
A044747,A04,Z16,Z16001
A044748,A04,Z13,Z13005
A044749,A04,Z13,Z13005
A044750,A04,Z13,Z13005
A044751,A04,Z13,Z13005
A044752,A04,Z16,Z16003
A044753,A04,Z16,Z16003
A044754,A04,Z16,Z16003
A044755,A04,Z16,Z16003
A044756,A04,Z16,Z16003
A044757,A04,Z16,Z16003
A044758,A04,Z16,Z16003
A044759,A04,Z16,Z16003
A044760,A04,Z16,Z16003
A044761,A04,Z16,Z16003
A044762,A04,Z13,Z13005
A044763,A04,Z13,Z13005
A044764,A04,Z11,Z11004
A044765,A04,Z11,Z11004
A044766,A04,Z11,Z11004
A044767,A04,Z11,Z11004
A044768,A04,Z11,Z11004
A044769,A04,Z11,Z11004
A044770,A04,Z11,Z11004
A044771,A04,Z11,Z11004
A044772,A04,Z11,Z11004
A044773,A04,Z11,Z11004
A044774,A04,Z11,Z11004
A044775,A04,Z11,Z11004
A044776,A04,Z11,Z11004
A044777,A04,Z11,Z11004
A044778,A04,Z11,Z11004
A044779,A04,Z11,Z11004
A044780,A04,Z11,Z11004
A044781,A04,Z11,Z11004
A044782,A04,Z11,Z11004
A044783,A04,Z11,Z11004
A044784,A04,Z11,Z11004
A044785,A04,Z11,Z11004
A044786,A04,Z11,Z11004
A044787,A04,Z11,Z11004
A044788,A04,Z11,Z11004
A044789,A04,Z11,Z11004
A044790,A04,Z11,Z11004
A044791,A04,Z11,Z11004
A044792,A04,Z11,Z11004
A044793,A04,Z11,Z11004
A044794,A04,Z11,Z11004
A044795,A04,Z13,Z13001
A044796,A04,Z13,Z13001
A044797,A04,Z13,Z13001
A044798,A04,Z13,Z13001
A044799,A04,Z13,Z13001
A044800,A04,Z13,Z13001
A044801,A04,Z13,Z13001
A044802,A04,Z13,Z13001
A044803,A04,Z13,Z13001
A044804,A04,Z13,Z13001
A044805,A04,Z11,Z11010
A044806,A04,Z11,Z11010
A044807,A04,Z11,Z11010
A044808,A04,Z11,Z11010
A044809,A04,Z11,Z11010
A044810,A04,Z11,Z11010
A044811,A04,Z11,Z11010
A044812,A04,Z11,Z11010
A044813,A04,Z11,Z11010
A044814,A04,Z11,Z11010
A044815,A04,Z11,Z11010
A044816,A04,Z11,Z11010
A044817,A04,Z11,Z11010
A044818,A04,Z11,Z11010
A044819,A04,Z11,Z11010
A044820,A04,Z11,Z11010
A044821,A04,Z11,Z11007
A044822,A04,Z11,Z11007
A044823,A04,Z11,Z11007
A044824,A04,Z11,Z11007
A044825,A04,Z11,Z11007
A044826,A04,Z11,Z11007
A044827,A04,Z11,Z11007
A044828,A04,Z11,Z11016
A044829,A04,Z07,Z07002
A044830,A04,Z07,Z07002
A044831,A04,Z07,Z07002
A044832,A04,Z07,Z07002
A044833,A04,Z07,Z07002
A044834,A04,Z07,Z07002
A044835,A04,Z07,Z07002
A044836,A04,Z07,Z07002
A044837,A04,Z07,Z07002
A044838,A04,Z07,Z07002
A044839,A04,Z11,Z11016
A044840,A04,Z07,Z07002
A044841,A04,Z07,Z07002
A044842,A04,Z07,Z07002
A044843,A04,Z07,Z07002
A044844,A04,Z11,Z11016
A044845,A04,Z11,Z11016
A044846,A04,Z11,Z11016
A044847,A04,Z07,Z07002
A044848,A04,Z11,Z11016
A044849,A04,Z11,Z11016
A044850,A04,Z11,Z11016
A044851,A04,Z11,Z11016
A044852,A04,Z11,Z11016
A044853,A04,Z07,Z07002
A044854,A04,Z07,Z07002
A044855,A04,Z07,Z07002
A044856,A04,Z11,Z11015
A044857,A04,Z07,Z07002
A044858,A04,Z11,Z11015
A044859,A04,Z07,Z07002
A044860,A04,Z07,Z07002
A044861,A04,Z07,Z07002
A044862,A04,Z07,Z07002
A044863,A04,Z11,Z11015
A044864,A04,Z11,Z11015
A044865,A04,Z11,Z11015
A044866,A04,Z07,Z07002
A044867,A04,Z07,Z07002
A044868,A04,Z11,Z11015
A044869,A04,Z11,Z11015
A044870,A04,Z11,Z11015
A044871,A04,Z11,Z11015
A044872,A04,Z07,Z07002
A044873,A04,Z07,Z07002
A044874,A04,Z07,Z07002
A044875,A04,Z07,Z07002
A044876,A04,Z07,Z07002
A044877,A04,Z07,Z07002
A044878,A04,Z07,Z07002
A044879,A04,Z07,Z07002
A044880,A04,Z07,Z07002
A044881,A04,Z07,Z07002
A044882,A04,Z07,Z07002
A044883,A04,Z07,Z07002
A044884,A04,Z07,Z07002
A044885,A04,Z07,Z07002
A044886,A04,Z07,Z07002
A044887,A04,Z07,Z07001
A044888,A04,Z07,Z07001
A044889,A04,Z07,Z07001
A044890,A04,Z07,Z07001
A044891,A04,Z07,Z07001
A044892,A04,Z07,Z07001
A044893,A04,Z07,Z07001
A044894,A04,Z11,Z11013
A044895,A04,Z11,Z11013
A044896,A04,Z11,Z11013
A044897,A04,Z07,Z07001
A044898,A04,Z11,Z11013
A044899,A04,Z11,Z11013
A044900,A04,Z11,Z11013
A044901,A04,Z07,Z07001
A044902,A04,Z07,Z07001
A044903,A04,Z11,Z11013
A044904,A04,Z07,Z07001
A044905,A04,Z07,Z07001
A044906,A04,Z07,Z07001
A044907,A04,Z07,Z07001
A044908,A04,Z07,Z07001
A044909,A04,Z07,Z07001
A044910,A04,Z07,Z07001
A044911,A04,Z07,Z07001
A044912,A04,Z11,Z11011
A044913,A04,Z11,Z11011
A044914,A04,Z11,Z11022
A044915,A04,Z11,Z11022
A044916,A04,Z11,Z11022
A044917,A04,Z11,Z11003
A044918,A04,Z11,Z11003
A044919,A04,Z11,Z11003
A044920,A04,Z11,Z11014
A044921,A04,Z11,Z11014
A044922,A04,Z11,Z11014
A044923,A04,Z11,Z11014
A044924,A04,Z11,Z11018
A044925,A04,Z11,Z11018
A044926,A04,Z11,Z11018
A044927,A04,Z11,Z11018
A044928,A04,Z11,Z11018
A044929,A04,Z11,Z11018
A044930,A04,Z11,Z11014
A044931,A04,Z11,Z11018
A044932,A04,Z11,Z11014
A044933,A04,Z11,Z11018
A044934,A04,Z11,Z11018
A044935,A04,Z11,Z11018
A044936,A04,Z11,Z11018
A044937,A04,Z11,Z11018
A044938,A04,Z11,Z11018
A044939,A04,Z11,Z11018
A044940,A04,Z11,Z11018
A044941,A04,Z11,Z11018
A044942,A04,Z11,Z11017
A044943,A04,Z11,Z11017
A044944,A04,Z11,Z11017
A044945,A04,Z11,Z11017
A044946,A04,Z11,Z11017
A044947,A04,Z11,Z11017
A044948,A04,Z11,Z11019
A044949,A04,Z11,Z11019
A044950,A04,Z11,Z11019
A044951,A04,Z11,Z11019
A044952,A04,Z11,Z11019
A044953,A04,Z11,Z11019
A044954,A04,Z11,Z11019
A044955,A04,Z11,Z11019
A044956,A04,Z11,Z11019
A044957,A04,Z11,Z11020
A044958,A04,Z11,Z11020
A044959,A04,Z11,Z11020
A044960,A04,Z11,Z11020
A044961,A04,Z11,Z11020
A044962,A04,Z11,Z11020
A044963,A04,Z11,Z11020
A044964,A04,Z11,Z11020
A044965,A04,Z11,Z11020
A044966,A04,Z11,Z11020
A044967,A04,Z11,Z11020
A044968,A04,Z11,Z11020
A044969,A04,Z11,Z11020
A044970,A04,Z11,Z11001
A044971,A04,Z11,Z11001
A044972,A04,Z11,Z11001
A044973,A04,Z11,Z11001
A044974,A04,Z11,Z11001
A044975,A04,Z11,Z11001
A044976,A04,Z11,Z11001
A044977,A04,Z11,Z11001
A044978,A04,Z11,Z11001
A044979,A04,Z11,Z11001
A044980,A04,Z11,Z11001
A044981,A04,Z11,Z11001
A044982,A04,Z11,Z11001
A044983,A04,Z11,Z11001
A044984,A04,Z11,Z11001
A044985,A04,Z11,Z11001
A044986,A04,Z11,Z11001
A044987,A04,Z11,Z11001
A044988,A04,Z11,Z11001
A044989,A04,Z11,Z11001
A044990,A04,Z11,Z11001
A044991,A04,Z11,Z11012
A044992,A04,Z11,Z11012
A044993,A04,Z11,Z11012
A044994,A04,Z11,Z11012
A044995,A04,Z11,Z11012
A044996,A04,Z11,Z11012
A044997,A04,Z11,Z11012
A044998,A04,Z11,Z11012
A044999,A04,Z11,Z11012
A045000,A04,Z11,Z11012
A045001,A04,Z11,Z11012
A045002,A04,Z11,Z11012
A045003,A04,Z11,Z11012
A045004,A04,Z11,Z11012
A045005,A04,Z11,Z11012
A045006,A04,Z11,Z11012
A045007,A04,Z11,Z11012
A045008,A04,Z11,Z11012
A045009,A04,Z11,Z11012
A045010,A04,Z11,Z11012
A045011,A04,Z11,Z11012
A045012,A04,Z11,Z11012
A045013,A04,Z11,Z11012
A045014,A04,Z11,Z11012
A045015,A04,Z11,Z11012
A045016,A04,Z11,Z11008
A045017,A04,Z11,Z11008
A045018,A04,Z11,Z11008
A045019,A04,Z11,Z11008
A045020,A04,Z11,Z11008
A045021,A04,Z11,Z11008
A045022,A04,Z11,Z11008
A045023,A04,Z11,Z11005
A045024,A04,Z11,Z11005
A045025,A04,Z11,Z11005
A045026,A04,Z11,Z11005
A045027,A04,Z11,Z11005
A045028,A04,Z11,Z11002
A045029,A04,Z11,Z11002
A045030,A04,Z11,Z11002
A045031,A04,Z11,Z11002
A045032,A04,Z11,Z11002
A045033,A04,Z11,Z11023
A045034,A04,Z11,Z11023
A045035,A04,Z11,Z11023
A045036,A04,Z11,Z11023
A045037,A04,Z11,Z11024
A045038,A04,Z11,Z11024
A045039,A04,Z03,Z03001
A045040,A04,Z03,Z03001
A045041,A04,Z03,Z03001
A045042,A04,Z03,Z03001
A045043,A04,Z03,Z03001
A045044,A04,Z03,Z03001
A045045,A04,Z03,Z03001
A045046,A04,Z03,Z03001
A045047,A04,Z03,Z03001
A045048,A04,Z03,Z03001
A045049,A04,Z03,Z03001
A045050,A04,Z03,Z03001
A045051,A04,Z03,Z03001
A045052,A04,Z03,Z03001
A045053,A04,Z03,Z03001
A045054,A04,Z03,Z03001
A045055,A04,Z03,Z03001
A045056,A04,Z03,Z03001
A045057,A04,Z03,Z03001
A045058,A04,Z03,Z03001
A045059,A04,Z03,Z03001
A045060,A04,Z03,Z03001
A045061,A04,Z03,Z03001
A045062,A04,Z03,Z03001
A045063,A04,Z03,Z03001
A045064,A04,Z03,Z03001
A045065,A04,Z03,Z03001
A045066,A04,Z03,Z03001
A045067,A04,Z03,Z03005
A045068,A04,Z03,Z03005
A045069,A04,Z03,Z03005
A045070,A04,Z03,Z03005
A045071,A04,Z03,Z03005
A045072,A04,Z03,Z03005
A045073,A04,Z03,Z03005
A045074,A04,Z03,Z03005
A045075,A04,Z03,Z03005
A045076,A04,Z03,Z03005
A045077,A04,Z03,Z03005
A045078,A04,Z03,Z03005
A045079,A04,Z03,Z03005
A045080,A04,Z03,Z03005
A045081,A04,Z03,Z03002
A045082,A04,Z03,Z03002
A045083,A04,Z03,Z03002
A045084,A04,Z03,Z03002
A045085,A04,Z03,Z03002
A045086,A04,Z03,Z03002
A045087,A04,Z03,Z03002
A045088,A04,Z03,Z03002
A045089,A04,Z03,Z03002
A045090,A04,Z03,Z03003
A045091,A04,Z03,Z03003
A045092,A04,Z03,Z03003
A045093,A04,Z03,Z03003
A045094,A04,Z03,Z03003
A045095,A04,Z03,Z03003
A045096,A04,Z03,Z03003
A045097,A04,Z03,Z03003
A045098,A04,Z03,Z03003
A045099,A04,Z03,Z03003
A045100,A04,Z03,Z03003
A045101,A04,Z03,Z03003
A045102,A04,Z03,Z03004
A045103,A04,Z03,Z03004
A045104,A04,Z03,Z03004
A045105,A04,Z03,Z03004
A045106,A04,Z03,Z03004
A045107,A04,Z03,Z03004
A045108,A04,Z03,Z03004
A045109,A04,Z03,Z03004
A045110,A04,Z03,Z03004
A045111,A04,Z03,Z03004
A045112,A04,Z03,Z03004
A045113,A04,Z03,Z03004
A045114,A04,Z03,Z03004
A045115,A04,Z03,Z03004
A045116,A04,Z07,Z07002
A045117,A04,Z07,Z07002
A045118,A04,Z07,Z07002
A045119,A04,Z07,Z07002
A045120,A04,Z07,Z07002
A045121,A04,Z07,Z07002
A045122,A04,Z07,Z07002
A045123,A04,Z07,Z07002
A045124,A04,Z07,Z07002
A045125,A04,Z07,Z07002
A045126,A04,Z07,Z07002
A045127,A04,Z07,Z07002
A045128,A04,Z07,Z07002
A045129,A04,Z07,Z07002
A045130,A04,Z07,Z07002
A045131,A04,Z07,Z07002
A045132,A04,Z07,Z07002
A045133,A04,Z07,Z07002
A045134,A04,Z07,Z07002
A045135,A04,Z07,Z07002
A045136,A04,Z07,Z07002
A045137,A04,Z07,Z07002
A045138,A04,Z07,Z07002
A045139,A04,Z07,Z07002
A045140,A04,Z07,Z07002
A045141,A04,Z07,Z07002
A045142,A04,Z07,Z07002
A045143,A04,Z07,Z07002
A045144,A04,Z07,Z07002
A045145,A04,Z07,Z07002
A045146,A04,Z07,Z07002
A045147,A04,Z07,Z07002
A045148,A04,Z07,Z07002
A045149,A04,Z07,Z07002
A045150,A04,Z07,Z07002
A045151,A04,Z07,Z07002
A045152,A04,Z07,Z07002
A045153,A04,Z07,Z07002
A045154,A04,Z07,Z07002
A045155,A04,Z07,Z07002
A045156,A04,Z07,Z07002
A045157,A04,Z07,Z07002
A045158,A04,Z07,Z07002
A045159,A04,Z07,Z07002
A045160,A04,Z07,Z07002
A045161,A04,Z07,Z07002
A045162,A04,Z07,Z07002
A045163,A04,Z07,Z07002
A045164,A04,Z07,Z07002
A045165,A04,Z07,Z07002
A045166,A04,Z07,Z07002
A045167,A04,Z07,Z07002
A045168,A04,Z07,Z07002
A045169,A04,Z07,Z07002
A045170,A04,Z07,Z07002
A045171,A04,Z07,Z07002
A045172,A04,Z07,Z07002
A045173,A04,Z07,Z07002
A045174,A04,Z07,Z07002
A045175,A04,Z07,Z07002
A045176,A04,Z07,Z07002
A045177,A04,Z07,Z07002
A045178,A04,Z07,Z07002
A045179,A04,Z07,Z07002
A045180,A04,Z07,Z07002
A045181,A04,Z07,Z07002
A045182,A04,Z07,Z07002
A045183,A04,Z07,Z07002
A045184,A04,Z07,Z07001
A045185,A04,Z07,Z07001
A045186,A04,Z07,Z07001
A045187,A04,Z07,Z07001
A045188,A04,Z07,Z07001
A045189,A04,Z07,Z07001
A045190,A04,Z07,Z07001
A045191,A04,Z07,Z07001
A045192,A04,Z07,Z07001
A045193,A04,Z07,Z07001
A045194,A04,Z07,Z07001
A045195,A04,Z07,Z07001
A045196,A04,Z07,Z07001
A045197,A04,Z07,Z07001
A045198,A04,Z07,Z07001
A045199,A04,Z07,Z07001
A045200,A04,Z07,Z07001
A045201,A04,Z07,Z07001
A045202,A04,Z07,Z07001
A045203,A04,Z07,Z07001
A045204,A04,Z07,Z07001
A045205,A04,Z07,Z07001
A045206,A04,Z07,Z07001
A045207,A04,Z07,Z07001
A045208,A04,Z07,Z07001
A045209,A04,Z07,Z07001
A045210,A04,Z07,Z07001
A045211,A04,Z07,Z07001
A045212,A04,Z07,Z07001
A045213,A04,Z07,Z07001
A045214,A04,Z14,Z14008
A045215,A04,Z14,Z14008
A045216,A04,Z14,Z14008
A045217,A04,Z14,Z14008
A045218,A04,Z14,Z14008
A045219,A04,Z14,Z14008
A045220,A04,Z14,Z14008
A045221,A04,Z14,Z14008
A045222,A04,Z14,Z14008
A045223,A04,Z14,Z14008
A045224,A04,Z14,Z14008
A045225,A04,Z14,Z14008
A045226,A04,Z14,Z14008
A045227,A04,Z14,Z14008
A045228,A04,Z14,Z14008
A045229,A04,Z14,Z14008
A045230,A04,Z14,Z14008
A045231,A04,Z14,Z14008
A045232,A04,Z14,Z14008
A045233,A04,Z14,Z14008
A045234,A04,Z14,Z14008
A045235,A04,Z14,Z14008
A045236,A04,Z14,Z14008
A045237,A04,Z14,Z14008
A045238,A04,Z14,Z14008
A045239,A04,Z14,Z14008
A045240,A04,Z14,Z14008
A045241,A04,Z14,Z14008
A045242,A04,Z14,Z14008
A045243,A04,Z14,Z14008
A045244,A04,Z14,Z14008
A045245,A04,Z14,Z14004
A045246,A04,Z14,Z14004
A045247,A04,Z14,Z14004
A045248,A04,Z14,Z14004
A045249,A04,Z14,Z14004
A045250,A04,Z14,Z14004
A045251,A04,Z14,Z14004
A045252,A04,Z14,Z14004
A045253,A04,Z14,Z14004
A045254,A04,Z14,Z14004
A045255,A04,Z14,Z14004
A045256,A04,Z14,Z14004
A045257,A04,Z14,Z14004
A045258,A04,Z14,Z14004
A045259,A04,Z14,Z14004
A045260,A04,Z14,Z14004
A045261,A04,Z14,Z14004
A045262,A04,Z14,Z14004
A045263,A04,Z14,Z14004
A045264,A04,Z14,Z14004
A045265,A04,Z14,Z14004
A045266,A04,Z14,Z14004
A045267,A04,Z14,Z14004
A045268,A04,Z14,Z14004
A045269,A04,Z14,Z14004
A045270,A04,Z14,Z14004
A045271,A04,Z14,Z14004
A045272,A04,Z14,Z14004
A045273,A04,Z14,Z14004
A045274,A04,Z14,Z14004
A045275,A04,Z14,Z14004
A045276,A04,Z14,Z14004
A045277,A04,Z14,Z14004
A045278,A04,Z14,Z14004
A045279,A04,Z14,Z14004
A045280,A04,Z14,Z14004
A045281,A04,Z14,Z14005
A045282,A04,Z14,Z14005
A045283,A04,Z14,Z14005
A045284,A04,Z14,Z14005
A045285,A04,Z14,Z14005
A045286,A04,Z14,Z14005
A045287,A04,Z14,Z14005
A045288,A04,Z14,Z14005
A045289,A04,Z14,Z14005
A045290,A04,Z14,Z14005
A045291,A04,Z14,Z14005
A045292,A04,Z14,Z14005
A045293,A04,Z14,Z14005
A045294,A04,Z14,Z14005
A045295,A04,Z14,Z14005
A045296,A04,Z14,Z14005
A045297,A04,Z14,Z14005
A045298,A04,Z14,Z14005
A045299,A04,Z14,Z14005
A045300,A04,Z14,Z14005
A045301,A04,Z14,Z14005
A045302,A04,Z14,Z14005
A045303,A04,Z14,Z14005
A045304,A04,Z14,Z14005
A045305,A04,Z14,Z14005
A045306,A04,Z14,Z14005
A045307,A04,Z14,Z14005
A045308,A04,Z14,Z14005
A045309,A04,Z14,Z14005
A045310,A04,Z14,Z14005
A045311,A04,Z14,Z14005
A045312,A04,Z14,Z14005
A045313,A04,Z14,Z14005
A045314,A04,Z14,Z14005
A045315,A04,Z14,Z14005
A045316,A04,Z14,Z14005
A045317,A04,Z14,Z14005
A045318,A04,Z14,Z14006
A045319,A04,Z14,Z14006
A045320,A04,Z14,Z14006
A045321,A04,Z14,Z14006
A045322,A04,Z14,Z14006
A045323,A04,Z14,Z14006
A045324,A04,Z14,Z14006
A045325,A04,Z14,Z14006
A045326,A04,Z14,Z14006
A045327,A04,Z14,Z14006
A045328,A04,Z14,Z14006
A045329,A04,Z14,Z14006
A045330,A04,Z14,Z14002
A045331,A04,Z14,Z14002
A045332,A04,Z14,Z14002
A045333,A04,Z14,Z14002
A045334,A04,Z14,Z14002
A045335,A04,Z14,Z14002
A045336,A04,Z14,Z14002
A045337,A04,Z14,Z14002
A045338,A04,Z14,Z14002
A045339,A04,Z14,Z14002
A045340,A04,Z14,Z14002
A045341,A04,Z14,Z14002
A045342,A04,Z14,Z14002
A045343,A04,Z14,Z14002
A045344,A04,Z14,Z14002
A045345,A04,Z14,Z14002
A045346,A04,Z14,Z14002
A045347,A04,Z14,Z14002
A045348,A04,Z14,Z14002
A045349,A04,Z14,Z14002
A045350,A04,Z14,Z14002
A045351,A04,Z14,Z14002
A045352,A04,Z14,Z14002
A045353,A04,Z14,Z14002
A045354,A04,Z14,Z14002
A045355,A04,Z14,Z14002
A045356,A04,Z14,Z14002
A045357,A04,Z14,Z14002
A045358,A04,Z14,Z14002
A045359,A04,Z14,Z14002
A045360,A04,Z14,Z14002
A045361,A04,Z14,Z14002
A045362,A04,Z14,Z14002
A045363,A04,Z14,Z14002
A045364,A04,Z14,Z14002
A045365,A04,Z14,Z14002
A045366,A04,Z14,Z14002
A045367,A04,Z14,Z14002
A045368,A04,Z14,Z14002
A045369,A04,Z14,Z14002
A045370,A04,Z14,Z14002
A045371,A04,Z14,Z14002
A045372,A04,Z14,Z14002
A045373,A04,Z14,Z14001
A045374,A04,Z14,Z14001
A045375,A04,Z14,Z14001
A045376,A04,Z14,Z14001
A045377,A04,Z14,Z14001
A045378,A04,Z14,Z14001
A045379,A04,Z14,Z14001
A045380,A04,Z14,Z14001
A045381,A04,Z14,Z14001
A045382,A04,Z14,Z14001
A045383,A04,Z14,Z14001
A045384,A04,Z14,Z14001
A045385,A04,Z14,Z14001
A045386,A04,Z14,Z14001
A045387,A04,Z14,Z14001
A045388,A04,Z14,Z14001
A045389,A04,Z14,Z14001
A045390,A04,Z14,Z14001
A045391,A04,Z14,Z14001
A045392,A04,Z14,Z14001
A045393,A04,Z14,Z14007
A045394,A04,Z14,Z14007
A045395,A04,Z14,Z14007
A045396,A04,Z14,Z14007
A045397,A04,Z14,Z14007
A045398,A04,Z14,Z14007
A045399,A04,Z14,Z14007
A045400,A04,Z14,Z14007
A045401,A04,Z14,Z14007
A045402,A04,Z14,Z14007
A045403,A04,Z14,Z14007
A045404,A04,Z14,Z14007
A045405,A04,Z14,Z14007
A045406,A04,Z14,Z14007
A045407,A04,Z14,Z14007
A045408,A04,Z14,Z14007
A045409,A04,Z14,Z14007
A045410,A04,Z14,Z14007
A045411,A04,Z14,Z14007
A045412,A04,Z14,Z14007
A045413,A04,Z14,Z14007
A045414,A04,Z14,Z14007
A045415,A04,Z14,Z14007
A045416,A04,Z14,Z14007
A045417,A04,Z14,Z14007
A045418,A04,Z14,Z14007
A045419,A04,Z14,Z14007
A045420,A04,Z14,Z14007
A045421,A04,Z14,Z14007
A045422,A04,Z14,Z14007
A045423,A04,Z14,Z14007
A045424,A04,Z14,Z14007
A045425,A04,Z14,Z14007
A045426,A04,Z14,Z14007
A045427,A04,Z14,Z14003
A045428,A04,Z14,Z14003
A045429,A04,Z14,Z14003
A045430,A04,Z14,Z14003
A045431,A04,Z14,Z14003
A045432,A04,Z14,Z14003
A045433,A04,Z14,Z14003
A045434,A04,Z14,Z14003
A045435,A04,Z14,Z14003
A045436,A04,Z14,Z14003
A045437,A04,Z14,Z14003
A045438,A04,Z14,Z14003
A045439,A04,Z14,Z14003
A045440,A04,Z14,Z14003
A045441,A04,Z14,Z14003
A045442,A04,Z14,Z14003
A045443,A04,Z14,Z14003
A045444,A04,Z14,Z14003
A045445,A04,Z14,Z14003
A045446,A04,Z12,Z12016
A045447,A04,Z12,Z12016
A045448,A04,Z12,Z12016
A045449,A04,Z12,Z12016
A045450,A04,Z12,Z12016
A045451,A04,Z12,Z12016
A045452,A04,Z12,Z12016
A045453,A04,Z12,Z12016
A045454,A04,Z12,Z12016
A045455,A04,Z12,Z12016
A045456,A04,Z12,Z12016
A045457,A04,Z12,Z12016
A045458,A04,Z12,Z12016
A045459,A04,Z12,Z12016
A045460,A04,Z12,Z12016
A045461,A04,Z12,Z12016
A045462,A04,Z12,Z12016
A045463,A04,Z12,Z12016
A045464,A04,Z12,Z12016
A045465,A04,Z12,Z12016
A045466,A04,Z12,Z12016
A045467,A04,Z12,Z12016
A045468,A04,Z12,Z12016
A045469,A04,Z12,Z12016
A045470,A04,Z12,Z12011
A045471,A04,Z12,Z12011
A045472,A04,Z12,Z12011
A045473,A04,Z12,Z12018
A045474,A04,Z12,Z12018
A045475,A04,Z12,Z12018
A045476,A04,Z12,Z12018
A045477,A04,Z12,Z12013
A045478,A04,Z12,Z12013
A045479,A04,Z12,Z12013
A045480,A04,Z12,Z12013
A045481,A04,Z12,Z12013
A045482,A04,Z12,Z12013
A045483,A04,Z12,Z12013
A045484,A04,Z12,Z12013
A045485,A04,Z12,Z12013
A045486,A04,Z12,Z12013
A045487,A04,Z12,Z12013
A045488,A04,Z12,Z12013
A045489,A04,Z12,Z12013
A045490,A04,Z12,Z12001
A045491,A04,Z12,Z12001
A045492,A04,Z12,Z12019
A045493,A04,Z12,Z12019
A045494,A04,Z12,Z12019
A045495,A04,Z12,Z12019
A045496,A04,Z12,Z12019
A045497,A04,Z12,Z12019
A045498,A04,Z12,Z12019
A045499,A04,Z12,Z12019
A045500,A04,Z12,Z12019
A045501,A04,Z12,Z12019
A045502,A04,Z12,Z12019
